Time  1 - default sample rate [s]	WIV_Voltage [mV/V]	WIV_Current [mV/V]	WIV_Poten [V]	WIV_dynamometer [mV/V]
0	0.000	-0.00012	0.2835	0.02989	
0.00500	0.000	-0.00013	0.2835	0.02992	
0.01000	0.000	-0.00015	0.2835	0.02996	
0.01500	0.000	-0.00013	0.2835	0.02998	
0.02000	0.000	-0.00012	0.2834	0.03001	
0.02500	0.000	-0.00014	0.2834	0.03004	
0.03000	0.000	-0.00014	0.2834	0.03007	
0.03500	0.000	-0.00012	0.2834	0.03010	
0.04000	0.000	-0.00013	0.2834	0.03016	
0.04500	0.000	-0.00014	0.2834	0.03021	
0.05000	0.000	-0.00011	0.2834	0.03024	
0.05500	0.000	-0.00011	0.2833	0.03028	
0.06000	0.000	-0.00013	0.2832	0.03033	
0.06500	0.000	-0.00012	0.2831	0.03037	
0.07000	0.000	-0.00010	0.2829	0.03041	
0.07500	0.000	-0.00012	0.2825	0.03045	
0.08000	0.000	-0.00012	0.2822	0.03050	
0.08500	0.000	-0.00010	0.2818	0.03055	
0.09000	0.000	-0.00011	0.2813	0.03058	
0.09500	0.000	-0.00012	0.2810	0.03061	
0.1000	0.000	-0.00010	0.2806	0.03065	
0.1050	0.000	-0.00011	0.2801	0.03071	
0.1100	0.000	-0.00012	0.2797	0.03075	
0.1150	0.000	-0.00011	0.2793	0.03078	
0.1200	0.000	-0.00010	0.2788	0.03082	
0.1250	0.000	-0.00012	0.2783	0.03088	
0.1300	0.000	-0.00012	0.2779	0.03092	
0.1350	0.000	-0.00010	0.2773	0.03096	
0.1400	0.000	-0.00012	0.2767	0.03101	
0.1450	0.000	-0.00013	0.2761	0.03105	
0.1500	0.000	-0.00011	0.2754	0.03106	
0.1550	0.000	-0.00011	0.2748	0.03109	
0.1600	0.000	-0.00013	0.2743	0.03113	
0.1650	0.000	-0.00012	0.2738	0.03117	
0.1700	0.000	-0.00011	0.2732	0.03119	
0.1750	0.000	-0.00013	0.2727	0.03122	
0.1800	0.000	-0.00013	0.2722	0.03125	
0.1850	0.000	-0.00011	0.2716	0.03128	
0.1900	0.000	-0.00012	0.2711	0.03131	
0.1950	0.000	-0.00013	0.2706	0.03134	
0.2000	0.000	-0.00011	0.2702	0.03136	
0.2050	0.000	-0.00012	0.2697	0.03139	
0.2100	0.000	-0.00014	0.2693	0.03141	
0.2150	0.000	-0.00012	0.2688	0.03142	
0.2200	0.000	-0.00011	0.2682	0.03145	
0.2250	0.000	-0.00013	0.2677	0.03148	
0.2300	0.000	-0.00013	0.2672	0.03151	
0.2350	0.000	-0.00011	0.2667	0.03152	
0.2400	0.000	-0.00013	0.2662	0.03153	
0.2450	0.000	-0.00014	0.2658	0.03152	
0.2500	0.000	-0.00012	0.2655	0.03150	
0.2550	0.000	-0.00012	0.2652	0.03147	
0.2600	0.000	-0.00013	0.2650	0.03144	
0.2650	0.000	-0.00012	0.2649	0.03142	
0.2700	0.000	-0.00011	0.2649	0.03141	
0.2750	0.000	-0.00013	0.2649	0.03138	
0.2800	0.000	-0.00013	0.2651	0.03135	
0.2850	0.000	-0.00011	0.2652	0.03132	
0.2900	0.000	-0.00012	0.2654	0.03130	
0.2950	0.000	-0.00013	0.2657	0.03126	
0.3000	0	-0.00011	0.2659	0.03121	
0.3050	0.000	-0.00011	0.2661	0.03117	
0.3100	0.000	-0.00013	0.2663	0.03113	
0.3150	0.000	-0.00012	0.2666	0.03107	
