Time  1 - default sample rate [s]	WIV_Voltage [mV/V]	WIV_Current [mV/V]	WIV_Poten [V]	WIV_dynamometer [mV/V]
0	0.01126	-0.00010	-0.00049	0.04224	
0.00500	0.00717	-0.00011	-0.00049	0.04207	
0.01000	0.00366	-0.00012	-0.00049	0.04191	
0.01500	-0.00029	-0.00011	-0.00049	0.04175	
0.02000	-0.00622	0.000	-0.00048	0.04160	
0.02500	-0.01519	-0.00011	-0.00048	0.04148	
0.03000	-0.02862	-0.00011	-0.00048	0.04137	
0.03500	-0.05014	-0.00011	-0.00047	0.04125	
0.04000	-0.08242	-0.00014	-0.00047	0.04111	
0.04500	-0.1231	-0.00015	-0.00047	0.04095	
0.05000	-0.1688	-0.00015	-0.00046	0.04082	
0.05500	-0.2194	-0.00017	-0.00046	0.04070	
0.06000	-0.2732	-0.00020	-0.00045	0.04057	
0.06500	-0.3253	-0.00019	-0.00045	0.04043	
0.07000	-0.3750	-0.00019	-0.00044	0.04030	
0.07500	-0.4237	-0.00022	-0.00044	0.04016	
0.08000	-0.4690	-0.00021	-0.00043	0.03999	
0.08500	-0.5107	-0.00020	-0.00043	0.03984	
0.09000	-0.5537	-0.00022	-0.00042	0.03969	
0.09500	-0.5986	-0.00022	-0.00041	0.03952	
0.1000	-0.6464	-0.00021	-0.00041	0.03936	
0.1050	-0.6966	-0.00022	-0.00040	0.03920	
0.1100	-0.7469	-0.00023	-0.00039	0.03904	
0.1150	-0.7946	-0.00021	-0.00039	0.03888	
0.1200	-0.8348	-0.00020	-0.00038	0.03871	
0.1250	-0.8662	-0.00021	-0.00037	0.03859	
0.1300	-0.8848	-0.00020	-0.00037	0.03846	
0.1350	-0.8878	-0.00017	-0.00036	0.03835	
0.1400	-0.8796	-0.00018	-0.00036	0.03822	
0.1450	-0.8669	-0.00017	-0.00035	0.03810	
0.1500	-0.8529	-0.00014	-0.00035	0.03799	
0.1550	-0.8394	-0.00014	-0.00034	0.03790	
0.1600	-0.8306	-0.00015	-0.00033	0.03780	
0.1650	-0.8267	-0.00013	-0.00033	0.03769	
0.1700	-0.8264	-0.00013	-0.00032	0.03759	
0.1750	-0.8318	-0.00016	-0.00031	0.03746	
0.1800	-0.8395	-0.00016	-0.00031	0.03732	
0.1850	-0.8473	-0.00015	-0.00030	0.03721	
0.1900	-0.8522	-0.00016	-0.00029	0.03713	
0.1950	-0.8480	-0.00017	-0.00029	0.03706	
0.2000	-0.8307	-0.00015	-0.00028	0.03697	
0.2050	-0.8010	-0.00015	-0.00028	0.03688	
0.2100	-0.7630	-0.00015	-0.00027	0.03679	
0.2150	-0.7225	-0.00012	-0.00027	0.03671	
0.2200	-0.6825	-0.00010	-0.00026	0.03666	
0.2250	-0.6428	-0.00011	-0.00026	0.03663	
0.2300	-0.6040	0.000	-0.00025	0.03658	
0.2350	-0.5693	0.000	-0.00025	0.03652	
0.2400	-0.5447	-0.00011	-0.00024	0.03644	
0.2450	-0.5358	-0.00012	-0.00024	0.03637	
0.2500	-0.5415	-0.00010	-0.00024	0.03631	
0.2550	-0.5607	-0.00011	-0.00024	0.03624	
0.2600	-0.5922	-0.00014	-0.00023	0.03614	
0.2650	-0.6311	-0.00014	-0.00023	0.03600	
0.2700	-0.6720	-0.00016	-0.00022	0.03589	
0.2750	-0.7057	-0.00019	-0.00022	0.03579	
0.2800	-0.7278	-0.00019	-0.00021	0.03570	
0.2850	-0.7388	-0.00018	-0.00021	0.03562	
0.2900	-0.7363	-0.00020	-0.00021	0.03557	
0.2950	-0.7164	-0.00020	-0.00020	0.03552	
0.3000	-0.6795	-0.00017	-0.00020	0.03547	
0.3050	-0.6305	-0.00016	-0.00020	0.03542	
0.3100	-0.5753	-0.00016	-0.00020	0.03538	
0.3150	-0.5176	-0.00014	-0.00019	0.03537	
0.3200	-0.4600	-0.00012	-0.00019	0.03537	
0.3250	-0.4043	-0.00012	-0.00019	0.03538	
0.3300	-0.3517	-0.00011	-0.00019	0.03537	
0.3350	-0.3030	0.000	-0.00019	0.03537	
0.3400	-0.2585	0.000	-0.00018	0.03539	
0.3450	-0.2185	0.000	-0.00018	0.03542	
0.3500	-0.1830	0.000	-0.00018	0.03546	
0.3550	-0.1517	0.000	-0.00018	0.03548	
0.3600	-0.1245	0.000	-0.00018	0.03550	
0.3650	-0.1010	0.000	-0.00018	0.03552	
0.3700	-0.08090	0.000	-0.00018	0.03556	
0.3750	-0.06392	0.000	-0.00018	0.03561	
0.3800	-0.04969	0.000	-0.00018	0.03566	
0.3850	-0.03788	0.000	-0.00018	0.03572	
0.3900	-0.02819	0.000	-0.00018	0.03579	
0.3950	-0.02032	-0.00010	-0.00018	0.03586	
0.4000	-0.01399	0.000	-0.00018	0.03592	
0.4050	-0.00899	0.000	-0.00018	0.03599	
0.4100	-0.00507	-0.00011	-0.00018	0.03609	
0.4150	-0.00194	0.000	-0.00018	0.03621	
0.4200	0.00094	0.000	-0.00018	0.03632	
0.4250	0.00397	-0.00010	-0.00018	0.03644	
0.4300	0.00710	-0.00010	-0.00018	0.03655	
0.4350	0.01003	0.000	-0.00018	0.03669	
0.4400	0.01236	-0.00010	-0.00019	0.03682	
0.4450	0.01388	-0.00011	-0.00019	0.03697	
0.4500	0.01467	0.000	-0.00019	0.03714	
0.4550	0.01486	0.000	-0.00020	0.03728	
0.4600	0.01472	-0.00011	-0.00020	0.03741	
0.4650	0.01498	0.000	-0.00021	0.03754	
0.4700	0.01723	0.000	-0.00021	0.03770	
0.4750	0.02315	-0.00012	-0.00021	0.03789	
0.4800	0.03289	-0.00011	-0.00021	0.03804	
0.4850	0.04467	0.000	-0.00022	0.03810	
0.4900	0.05626	-0.00011	-0.00022	0.03812	
0.4950	0.06776	-0.00011	-0.00022	0.03816	
0.5000	0.08274	0.000	-0.00023	0.03822	
0.5050	0.1076	0.000	-0.00023	0.03835	
0.5100	0.1506	-0.00011	-0.00023	0.03852	
0.5150	0.2119	0.000	-0.00023	0.03872	
0.5200	0.2880	0.000	-0.00024	0.03888	
0.5250	0.3732	0.000	-0.00024	0.03907	
0.5300	0.4624	0.000	-0.00024	0.03925	
0.5350	0.5479	0.000	-0.00024	0.03942	
0.5400	0.6228	0.000	-0.00025	0.03963	
0.5450	0.6839	0.000	-0.00025	0.03983	
0.5500	0.7262	0.000	-0.00026	0.04001	
0.5550	0.7481	0.000	-0.00026	0.04020	
0.5600	0.7550	0.000	-0.00026	0.04037	
0.5650	0.7535	0.000	-0.00027	0.04051	
0.5700	0.7477	0.000	-0.00027	0.04064	
0.5750	0.7413	-0.00010	-0.00028	0.04079	
0.5800	0.7420	-0.00011	-0.00029	0.04094	
0.5850	0.7559	-0.00011	-0.00029	0.04111	
0.5900	0.7858	-0.00012	-0.00030	0.04125	
0.5950	0.8327	-0.00013	-0.00030	0.04141	
0.6000	0.8939	-0.00011	-0.00031	0.04156	
0.6050	0.9645	-0.00010	-0.00032	0.04174	
0.6100	1.038	-0.00010	-0.00033	0.04191	
0.6150	1.108	0.000	-0.00033	0.04208	
0.6200	1.168	0.000	-0.00034	0.04225	
0.6250	1.213	0.000	-0.00035	0.04242	
0.6300	1.241	0.000	-0.00035	0.04259	
0.6350	1.253	0.000	-0.00036	0.04276	
0.6400	1.249	0.000	-0.00037	0.04296	
0.6450	1.231	0.000	-0.00038	0.04316	
0.6500	1.206	0.000	-0.00039	0.04328	
0.6550	1.176	-0.00011	-0.00039	0.04327	
0.6600	1.140	-0.00014	-0.00040	0.04325	
0.6650	1.106	-0.00014	-0.00041	0.04329	
0.6700	1.074	-0.00014	-0.00041	0.04338	
0.6750	1.050	-0.00017	-0.00042	0.04350	
0.6800	1.038	-0.00016	-0.00043	0.04362	
0.6850	1.041	-0.00015	-0.00043	0.04372	
0.6900	1.057	-0.00015	-0.00044	0.04391	
0.6950	1.085	-0.00015	-0.00045	0.04403	
0.7000	1.118	-0.00011	-0.00046	0.04415	
0.7050	1.150	-0.00011	-0.00046	0.04426	
