Time  1 - default sample rate [s]	WIV_Voltage [mV/V]	WIV_Current [mV/V]	WIV_Poten [V]	WIV_dynamometer [mV/V]
0	0.06073	0.000	-0.00049	0.04828	
0.00500	0.04656	0.000	-0.00049	0.04800	
0.01000	0.03489	0.000	-0.00049	0.04787	
0.01500	0.02539	0.000	-0.00049	0.04761	
0.02000	0.01775	0.000	-0.00049	0.04750	
0.02500	0.01168	0.000	-0.00049	0.04737	
0.03000	0.00695	0.000	-0.00049	0.04697	
0.03500	0.00332	0.000	-0.00049	0.04687	
0.04000	0.00060	0.000	-0.00049	0.04685	
0.04500	-0.00139	0.00011	-0.00049	0.04676	
0.05000	-0.00292	0.000	-0.00048	0.04649	
0.05500	-0.00457	0.000	-0.00048	0.04632	
0.06000	-0.00742	0.00011	-0.00048	0.04656	
0.06500	-0.01275	0.000	-0.00047	0.04629	
0.07000	-0.02148	0.000	-0.00046	0.04625	
0.07500	-0.03427	0.000	-0.00046	0.04622	
0.08000	-0.05180	0.000	-0.00045	0.04628	
0.08500	-0.07554	0.000	-0.00045	0.04578	
0.09000	-0.1091	0.000	-0.00044	0.04591	
0.09500	-0.1565	0.000	-0.00043	0.04573	
0.1000	-0.2161	0.000	-0.00043	0.04565	
0.1050	-0.2875	0.000	-0.00042	0.04530	
0.1100	-0.3685	0.000	-0.00042	0.04514	
0.1150	-0.4562	0.000	-0.00041	0.04488	
0.1200	-0.5452	0.000	-0.00040	0.04449	
0.1250	-0.6302	0.000	-0.00040	0.04445	
0.1300	-0.7043	0.000	-0.00039	0.04449	
0.1350	-0.7613	0.000	-0.00038	0.04404	
0.1400	-0.7998	0.000	-0.00038	0.04379	
0.1450	-0.8170	0.000	-0.00037	0.04395	
0.1500	-0.8107	0.000	-0.00036	0.04395	
0.1550	-0.7836	0.000	-0.00036	0.04391	
0.1600	-0.7427	0.000	-0.00035	0.04380	
0.1650	-0.6966	0.000	-0.00035	0.04382	
0.1700	-0.6546	0.000	-0.00034	0.04372	
0.1750	-0.6270	0.00011	-0.00034	0.04342	
0.1800	-0.6190	0.00010	-0.00033	0.04354	
0.1850	-0.6290	0.000	-0.00033	0.04337	
0.1900	-0.6544	0.000	-0.00032	0.04299	
0.1950	-0.6883	0.000	-0.00031	0.04308	
0.2000	-0.7259	0.000	-0.00031	0.04303	
0.2050	-0.7593	0.000	-0.00030	0.04265	
0.2100	-0.7852	0.000	-0.00029	0.04260	
0.2150	-0.8026	0.000	-0.00028	0.04255	
0.2200	-0.8077	0.000	-0.00028	0.04267	
0.2250	-0.7989	0.000	-0.00027	0.04267	
0.2300	-0.7793	0.000	-0.00027	0.04227	
0.2350	-0.7577	0.000	-0.00026	0.04230	
0.2400	-0.7416	0.000	-0.00025	0.04207	
0.2450	-0.7331	0.000	-0.00024	0.04213	
0.2500	-0.7353	0.000	-0.00024	0.04205	
0.2550	-0.7483	0.000	-0.00023	0.04182	
0.2600	-0.7710	0.000	-0.00022	0.04146	
0.2650	-0.8022	0.000	-0.00022	0.04144	
0.2700	-0.8389	0.000	-0.00021	0.04117	
0.2750	-0.8766	0.000	-0.00020	0.04117	
0.2800	-0.9105	0.000	-0.00020	0.04097	
0.2850	-0.9379	0.000	-0.00019	0.04087	
0.2900	-0.9534	0.000	-0.00018	0.04089	
0.2950	-0.9576	0.000	-0.00018	0.04071	
0.3000	-0.9539	0.000	-0.00017	0.04062	
0.3050	-0.9408	0.000	-0.00016	0.04052	
0.3100	-0.9176	0.000	-0.00016	0.04056	
0.3150	-0.8885	0.000	-0.00015	0.04064	
0.3200	-0.8590	0.000	-0.00015	0.04048	
0.3250	-0.8311	0.000	-0.00014	0.04034	
0.3300	-0.8033	0.000	-0.00013	0.04013	
0.3350	-0.7776	0.000	-0.00013	0.04019	
0.3400	-0.7581	0.000	-0.00012	0.04023	
0.3450	-0.7450	0.000	-0.00012	0.04017	
0.3500	-0.7389	0.000	-0.00012	0.03982	
0.3550	-0.7434	0.000	-0.00011	0.03976	
0.3600	-0.7558	0.00012	-0.00011	0.03962	
0.3650	-0.7745	0.00011	-0.00010	0.03969	
0.3700	-0.7951	0.00011	-0.00010	0.03932	
0.3750	-0.8146	0.00012	0.000	0.03915	
0.3800	-0.8329	0.00010	0.000	0.03918	
0.3850	-0.8453	0.000	0.000	0.03889	
0.3900	-0.8508	0.000	0.000	0.03893	
0.3950	-0.8513	0.000	0.000	0.03876	
0.4000	-0.8443	0.000	0.000	0.03874	
0.4050	-0.8273	0.000	0.000	0.03873	
0.4100	-0.8018	0.000	0.000	0.03873	
0.4150	-0.7732	0.000	0.000	0.03872	
0.4200	-0.7466	0.000	0.000	0.03869	
0.4250	-0.7226	0.000	0.000	0.03850	
0.4300	-0.7003	0.000	0.000	0.03866	
0.4350	-0.6823	0.000	0.000	0.03868	
0.4400	-0.6698	0.000	0.000	0.03864	
0.4450	-0.6588	0.000	0.000	0.03864	
0.4500	-0.6447	0.000	0.000	0.03837	
0.4550	-0.6273	0.000	0.000	0.03838	
0.4600	-0.6088	0.00010	0.000	0.03843	
0.4650	-0.5887	0.000	0.000	0.03855	
0.4700	-0.5629	0.000	0.000	0.03855	
0.4750	-0.5287	0.00011	0.000	0.03855	
0.4800	-0.4881	0.00010	0.000	0.03856	
0.4850	-0.4438	0.000	0.000	0.03880	
0.4900	-0.3981	0.00011	0	0.03872	
0.4950	-0.3529	0.00012	0.000	0.03875	
0.5000	-0.3093	0.00011	0.000	0.03890	
0.5050	-0.2684	0.00011	0.000	0.03895	
0.5100	-0.2305	0.00013	0.000	0.03918	
0.5150	-0.1960	0.00012	0.000	0.03930	
0.5200	-0.1649	0.00011	0.000	0.03931	
0.5250	-0.1373	0.00013	0.000	0.03944	
0.5300	-0.1129	0.00012	0.000	0.03973	
0.5350	-0.09165	0.00010	0.000	0.04015	
0.5400	-0.07330	0.00012	0.000	0.04028	
0.5450	-0.05762	0.00012	0	0.04011	
0.5500	-0.04436	0.00010	0.000	0.04058	
0.5550	-0.03327	0.00011	0.000	0.04079	
0.5600	-0.02407	0.00012	0.000	0.04089	
0.5650	-0.01598	0.00010	0.000	0.04111	
0.5700	-0.00684	0.000	0.000	0.04133	
0.5750	0.00617	0.00011	0.000	0.04193	
0.5800	0.02495	0.00010	0.000	0.04224	
0.5850	0.05030	0.000	0.000	0.04195	
0.5900	0.08343	0.00011	0.000	0.04000	
0.5950	0.1292	0.00013	0.000	0.04125	
0.6000	0.1910	0.00012	0.000	0.04210	
0.6050	0.2684	0.00014	0.000	0.04277	
0.6100	0.3601	0.00017	0.000	0.04327	
0.6150	0.4627	0.00018	0.000	0.04379	
0.6200	0.5718	0.00019	0.000	0.04399	
0.6250	0.6830	0.00022	0.000	0.04506	
0.6300	0.7899	0.00023	0.000	0.04434	
0.6350	0.8866	0.00022	0.000	0.04472	
0.6400	0.9692	0.00023	0.000	0.04459	
0.6450	1.034	0.00022	-0.00010	0.04448	
0.6500	1.084	0.00019	-0.00011	0.04554	
0.6550	1.120	0.00017	-0.00012	0.04593	
0.6600	1.144	0.00016	-0.00013	0.04686	
0.6650	1.164	0.00012	-0.00014	0.04653	
0.6700	1.182	0.000	-0.00015	0.04709	
0.6750	1.204	0.00010	-0.00016	0.04703	
0.6800	1.233	0.000	-0.00017	0.04760	
0.6850	1.269	0.000	-0.00018	0.04770	
0.6900	1.310	0.000	-0.00019	0.04786	
0.6950	1.352	0.000	-0.00020	0.04744	
0.7000	1.391	0.000	-0.00021	0.04709	
0.7050	1.423	0.000	-0.00022	0.04675	
0.7100	1.445	0.000	-0.00023	0.04650	
0.7150	1.456	0.000	-0.00024	0.04713	
0.7200	1.455	0.000	-0.00025	0.04768	
0.7250	1.443	0.000	-0.00026	0.04840	
0.7300	1.424	0.000	-0.00027	0.04849	
0.7350	1.401	0.000	-0.00028	0.04861	
0.7400	1.375	0.000	-0.00029	0.04739	
0.7450	1.347	0.000	-0.00030	0.04678	
0.7500	1.314	0.000	-0.00031	0.04724	
0.7550	1.277	0.000	-0.00032	0.04900	
0.7600	1.239	0.000	-0.00033	0.04958	
0.7650	1.200	0.000	-0.00034	0.04916	
0.7700	1.165	0.000	-0.00035	0.04948	
0.7750	1.135	0.000	-0.00036	0.04929	
0.7800	1.110	0.000	-0.00037	0.04987	
0.7850	1.089	0.000	-0.00038	0.04988	
0.7900	1.069	0.000	-0.00039	0.05004	
0.7950	1.049	0.000	-0.00040	0.04937	
0.8000	1.028	0.000	-0.00040	0.04915	
0.8050	1.002	0.000	-0.00041	0.04901	
0.8100	0.9717	0.000	-0.00042	0.04952	
0.8150	0.9408	0.000	-0.00043	0.04948	
0.8200	0.9083	0.000	-0.00043	0.04960	
0.8250	0.8712	0.000	-0.00044	0.05004	
0.8300	0.8296	0.000	-0.00045	0.04968	
0.8350	0.7854	0.000	-0.00045	0.04971	
0.8400	0.7403	0.000	-0.00046	0.04913	
0.8450	0.6924	0.000	-0.00047	0.04900	
0.8500	0.6391	0.000	-0.00047	0.04881	
0.8550	0.5814	0.000	-0.00047	0.04844	
0.8600	0.5219	0.000	-0.00048	0.04810	
0.8650	0.4629	0.000	-0.00048	0.04747	
0.8700	0.4060	0.000	-0.00048	0.04754	
0.8750	0.3524	0.000	-0.00048	0.04795	
0.8800	0.3028	0.000	-0.00049	0.04798	
0.8850	0.2576	0.000	-0.00049	0.04769	
0.8900	0.2170	0.000	-0.00049	0.04749	
0.8950	0.1809	0.000	-0.00050	0.04720	
0.9000	0.1493	0.000	-0.00050	0.04720	
0.9050	0.1218	0.000	-0.00050	0.04695	
0.9100	0.09816	0.000	-0.00050	0.04676	
0.9150	0.07804	0.000	-0.00050	0.04664	
0.9200	0.06107	0.000	-0.00049	0.04625	
0.9250	0.04689	0.000	-0.00049	0.04646	
0.9300	0.03491	0.000	-0.00049	0.04602	
0.9350	0.02369	0.000	-0.00048	0.04588	
0.9400	0.01141	0.000	-0.00048	0.04564	
0.9450	-0.00347	0.000	-0.00047	0.04562	
0.9500	-0.02190	0.000	-0.00047	0.04573	
0.9550	-0.04501	0.000	-0.00046	0.04535	
