Time  1 - default sample rate [s]	WIV_Voltage [mV/V]	WIV_Current [mV/V]	WIV_Poten [V]	WIV_dynamometer [mV/V]
0	-4.378	0.00052	0.00051	0.02690	
0.00500	-4.137	0.00049	0.00053	0.02666	
0.01000	-3.892	0.00048	0.00055	0.02659	
0.01500	-3.643	0.00046	0.00057	0.02632	
0.02000	-3.390	0.00041	0.00059	0.02644	
0.02500	-3.132	0.00040	0.00061	0.02610	
0.03000	-2.866	0.00039	0.00062	0.02601	
0.03500	-2.594	0.00035	0.00063	0.02624	
0.04000	-2.319	0.00033	0.00064	0.02645	
0.04500	-2.048	0.00034	0.00065	0.02696	
0.05000	-1.788	0.00032	0.00066	0.02705	
0.05500	-1.538	0.00029	0.00066	0.02667	
0.06000	-1.298	0.00029	0.00066	0.02689	
0.06500	-1.061	0.00027	0.00067	0.02673	
0.07000	-0.8184	0.00023	0.00067	0.02631	
0.07500	-0.5635	0.00023	0.00067	0.02862	
0.08000	-0.2901	0.00023	0.00067	0.02856	
0.08500	0.00424	0.00021	0.00066	0.02926	
0.09000	0.3187	0.00021	0.00066	0.02937	
0.09500	0.6495	0.00023	0.00065	0.02990	
0.1000	0.9902	0.00023	0.00064	0.03051	
0.1050	1.333	0.00023	0.00064	0.03159	
0.1100	1.668	0.00026	0.00062	0.03192	
0.1150	1.988	0.00027	0.00061	0.03290	
0.1200	2.283	0.00026	0.00060	0.03268	
0.1250	2.549	0.00026	0.00059	0.03335	
0.1300	2.782	0.00027	0.00058	0.03353	
0.1350	2.987	0.00024	0.00056	0.03464	
0.1400	3.172	0.00022	0.00054	0.03470	
0.1450	3.344	0.00022	0.00053	0.03523	
0.1500	3.511	0.00019	0.00051	0.03535	
0.1550	3.679	0.00018	0.00049	0.03593	
0.1600	3.854	0.00020	0.00047	0.03659	
0.1650	4.038	0.00021	0.00045	0.03686	
0.1700	4.229	0.00021	0.00042	0.03781	
0.1750	4.423	0.00023	0.00040	0.03822	
0.1800	4.615	0.00026	0.00038	0.03888	
0.1850	4.794	0.00025	0.00035	0.03968	
0.1900	4.952	0.00024	0.00033	0.04044	
0.1950	5.084	0.00025	0.00030	0.04016	
0.2000	5.186	0.00023	0.00027	0.04057	
0.2050	5.259	0.00019	0.00024	0.04051	
0.2100	5.303	0.00018	0.00021	0.04133	
0.2150	5.323	0.00014	0.00018	0.04260	
0.2200	5.326	0.000	0.00014	0.04270	
0.2250	5.317	0.000	0.00011	0.04239	
0.2300	5.296	0.000	0.000	0.04217	
0.2350	5.261	0.000	0.000	0.04256	
0.2400	5.214	0.000	0	0.04290	
0.2450	5.153	0.000	0.000	0.04358	
0.2500	5.079	0.000	0.000	0.04334	
0.2550	4.989	0.000	-0.00011	0.04496	
0.2600	4.883	0.000	-0.00015	0.04430	
0.2650	4.763	0.000	-0.00018	0.04547	
0.2700	4.628	0.000	-0.00021	0.04511	
0.2750	4.477	-0.00011	-0.00024	0.04556	
0.2800	4.311	-0.00012	-0.00028	0.04531	
0.2850	4.129	-0.00017	-0.00031	0.04568	
