Time  1 - default sample rate [s]	WIV_Voltage [mV/V]	WIV_Current [mV/V]	WIV_Poten [V]	WIV_dynamometer [mV/V]
0	0.000	-0.00243	-0.00025	0.00445	
0.00500	0.000	-0.00241	-0.00026	0.00446	
0.01000	0.000	-0.00241	-0.00032	0.00447	
0.01500	0.000	-0.00243	-0.00034	0.00448	
0.02000	0.000	-0.00242	-0.00034	0.00449	
0.02500	0.000	-0.00241	-0.00037	0.00450	
0.03000	0.000	-0.00242	-0.00041	0.00451	
0.03500	0.000	-0.00243	-0.00039	0.00452	
0.04000	0.000	-0.00241	-0.00039	0.00452	
0.04500	0.000	-0.00241	-0.00042	0.00453	
0.05000	0.000	-0.00243	-0.00039	0.00454	
0.05500	0.000	-0.00241	-0.00036	0.00454	
0.06000	0.000	-0.00241	-0.00037	0.00454	
0.06500	0.000	-0.00243	-0.00035	0.00454	
0.07000	0.000	-0.00242	-0.00030	0.00453	
0.07500	0.000	-0.00240	-0.00029	0.00453	
0.08000	0.000	-0.00242	-0.00028	0.00453	
0.08500	0.000	-0.00242	-0.00022	0.00452	
0.09000	0.000	-0.00241	-0.00020	0.00452	
0.09500	0.000	-0.00241	-0.00021	0.00451	
0.1000	0.000	-0.00243	-0.00017	0.00450	
0.1050	0.000	-0.00241	-0.00014	0.00449	
0.1100	0.000	-0.00241	-0.00016	0.00449	
0.1150	0.000	-0.00242	-0.00015	0.00448	
0.1200	0.000	-0.00242	-0.00012	0.00447	
0.1250	0.000	-0.00241	-0.00013	0.00446	
0.1300	0.000	-0.00242	-0.00015	0.00445	
0.1350	0.000	-0.00243	-0.00011	0.00444	
0.1400	0.000	-0.00241	-0.00010	0.00442	
0.1450	0.000	-0.00242	-0.00012	0.00441	
0.1500	0.000	-0.00243	0.000	0.00440	
0.1550	0.000	-0.00242	0.000	0.00438	
0.1600	0.000	-0.00241	0.000	0.00437	
0.1650	0.000	-0.00243	0.000	0.00435	
0.1700	0.000	-0.00243	0.000	0.00434	
0.1750	0.000	-0.00241	0.000	0.00432	
0.1800	0.000	-0.00242	0.000	0.00431	
0.1850	0.000	-0.00243	0.000	0.00430	
0.1900	0.000	-0.00241	0.000	0.00428	
0.1950	0.000	-0.00242	0.000	0.00427	
0.2000	0.000	-0.00243	0	0.00426	
0.2050	0.000	-0.00242	0.000	0.00425	
