Time  1 - default sample rate [s]	WIV_Voltage [mV/V]	WIV_Current [mV/V]	WIV_Poten [V]	WIV_dynamometer [mV/V]
0	1.015	0.00148	0.1976	0.03690	
0.00500	1.557	0.00152	0.1921	0.03732	
0.01000	2.091	0.00154	0.1850	0.03779	
0.01500	2.604	0.00152	0.1767	0.03819	
0.02000	3.086	0.00153	0.1671	0.03865	
0.02500	3.529	0.00154	0.1562	0.03900	
0.03000	3.924	0.00151	0.1442	0.03932	
0.03500	4.268	0.00147	0.1312	0.03952	
0.04000	4.563	0.00146	0.1171	0.03976	
0.04500	4.814	0.00141	0.1020	0.03996	
0.05000	5.025	0.00135	0.08630	0.04016	
0.05500	5.204	0.00133	0.06988	0.04040	
0.06000	5.355	0.00130	0.05283	0.04063	
0.06500	5.484	0.00124	0.03537	0.04086	
0.07000	5.591	0.00122	0.01762	0.04105	
0.07500	5.674	0.00122	-0.00042	0.04129	
0.08000	5.732	0.00117	-0.01856	0.04152	
0.08500	5.759	0.00114	-0.03668	0.04185	
0.09000	5.754	0.00113	-0.05479	0.04213	
0.09500	5.715	0.00109	-0.07278	0.04245	
0.1000	5.644	0.00104	-0.09040	0.04262	
0.1050	5.542	0.00103	-0.1075	0.04275	
0.1100	5.409	0.00099	-0.1241	0.04286	
0.1150	5.243	0.00093	-0.1400	0.04299	
0.1200	5.042	0.00090	-0.1550	0.04318	
0.1250	4.797	0.00089	-0.1692	0.04330	
0.1300	4.501	0.00082	-0.1823	0.04339	
0.1350	4.150	0.00077	-0.1942	0.04350	
0.1400	3.757	0.00075	-0.2049	0.04359	
0.1450	3.341	0.00070	-0.2144	0.04372	
0.1500	2.920	0.00064	-0.2225	0.04371	
0.1550	2.498	0.00063	-0.2294	0.04369	
0.1600	2.075	0.00061	-0.2349	0.04350	
0.1650	1.652	0.00057	-0.2390	0.04326	
0.1700	1.226	0.00057	-0.2417	0.04297	
0.1750	0.7937	0.00058	-0.2430	0.04267	
0.1800	0.3553	0.00055	-0.2430	0.04230	
0.1850	-0.08968	0.00053	-0.2416	0.04188	
0.1900	-0.5427	0.00053	-0.2389	0.04137	
0.1950	-1.004	0.00051	-0.2348	0.04081	
0.2000	-1.472	0.00049	-0.2293	0.04021	
0.2050	-1.939	0.00052	-0.2226	0.03957	
0.2100	-2.399	0.00054	-0.2146	0.03896	
0.2150	-2.844	0.00054	-0.2053	0.03833	
0.2200	-3.266	0.00058	-0.1947	0.03780	
0.2250	-3.663	0.00063	-0.1830	0.03724	
0.2300	-4.036	0.00065	-0.1701	0.03668	
0.2350	-4.388	0.00070	-0.1560	0.03613	
0.2400	-4.724	0.00079	-0.1408	0.03584	
0.2450	-5.050	0.00084	-0.1246	0.03555	
0.2500	-5.367	0.00089	-0.1073	0.03533	
0.2550	-5.673	0.00096	-0.08913	0.03510	
0.2600	-5.961	0.00101	-0.07019	0.03504	
0.2650	-6.224	0.00103	-0.05045	0.03498	
0.2700	-6.455	0.00108	-0.03009	0.03499	
0.2750	-6.646	0.00114	-0.00938	0.03514	
0.2800	-6.792	0.00116	0.01163	0.03513	
0.2850	-6.891	0.00122	0.03279	0.03506	
0.2900	-6.943	0.00130	0.05384	0.03487	
0.2950	-6.946	0.00135	0.07464	0.03474	
0.3000	-6.890	0.00139	0.09510	0.03451	
0.3050	-6.760	0.00146	0.1150	0.03435	
0.3100	-6.541	0.00151	0.1340	0.03419	
0.3150	-6.228	0.00152	0.1523	0.03391	
0.3200	-5.828	0.00157	0.1696	0.03357	
0.3250	-5.364	0.00162	0.1857	0.03323	
0.3300	-4.865	0.00162	0.2006	0.03299	
0.3350	-4.355	0.00162	0.2142	0.03282	
0.3400	-3.852	0.00165	0.2261	0.03275	
0.3450	-3.363	0.00163	0.2363	0.03277	
0.3500	-2.889	0.00159	0.2448	0.03298	
0.3550	-2.426	0.00157	0.2517	0.03294	
0.3600	-1.968	0.00154	0.2569	0.03299	
0.3650	-1.510	0.00148	0.2607	0.03305	
0.3700	-1.045	0.00145	0.2629	0.03310	
0.3750	-0.5652	0.00144	0.2635	0.03322	
0.3800	-0.06882	0.00140	0.2626	0.03345	
0.3850	0.4441	0.00139	0.2603	0.03379	
0.3900	0.9700	0.00141	0.2564	0.03405	
0.3950	1.501	0.00141	0.2510	0.03434	
0.4000	2.027	0.00140	0.2442	0.03453	
0.4050	2.534	0.00144	0.2362	0.03484	
0.4100	3.010	0.00146	0.2268	0.03496	
0.4150	3.446	0.00144	0.2164	0.03519	
0.4200	3.832	0.00145	0.2049	0.03519	
0.4250	4.164	0.00147	0.1924	0.03526	
0.4300	4.441	0.00143	0.1790	0.03521	
0.4350	4.662	0.00139	0.1649	0.03521	
0.4400	4.826	0.00138	0.1503	0.03520	
0.4450	4.936	0.00133	0.1352	0.03509	
0.4500	4.995	0.00126	0.1199	0.03499	
0.4550	5.007	0.00123	0.1046	0.03487	
0.4600	4.974	0.00118	0.08936	0.03477	
0.4650	4.900	0.00110	0.07451	0.03469	
0.4700	4.787	0.00106	0.06015	0.03469	
0.4750	4.636	0.00103	0.04635	0.03467	
0.4800	4.445	0.00096	0.03338	0.03477	
0.4850	4.201	0.00090	0.02142	0.03468	
0.4900	3.902	0.00087	0.01049	0.03474	
0.4950	3.557	0.00081	0.00071	0.03480	
0.5000	3.180	0.00074	-0.00777	0.03467	
