Time  1 - default sample rate [s]	WIV_Voltage [mV/V]	WIV_Current [mV/V]	WIV_Poten [V]	WIV_dynamometer [mV/V]
0	0.000	-0.00261	0.3975	-0.01187	
0.00500	0.000	-0.00264	0.3976	-0.01187	
0.01000	0.000	-0.00265	0.3978	-0.01188	
0.01500	0.000	-0.00264	0.3980	-0.01188	
0.02000	0.000	-0.00266	0.3981	-0.01189	
0.02500	0.000	-0.00267	0.3983	-0.01189	
0.03000	0.000	-0.00266	0.3984	-0.01190	
0.03500	0.000	-0.00267	0.3985	-0.01190	
0.04000	0.000	-0.00269	0.3987	-0.01191	
0.04500	0.000	-0.00268	0.3988	-0.01191	
0.05000	0.000	-0.00266	0.3989	-0.01192	
0.05500	0.000	-0.00266	0.3990	-0.01192	
0.06000	0.000	-0.00266	0.3991	-0.01192	
0.06500	0.000	-0.00264	0.3992	-0.01192	
0.07000	0.000	-0.00265	0.3992	-0.01192	
0.07500	0.000	-0.00266	0.3993	-0.01193	
0.08000	0.000	-0.00264	0.3993	-0.01193	
0.08500	0.000	-0.00263	0.3993	-0.01193	
0.09000	0.000	-0.00265	0.3993	-0.01193	
0.09500	0.000	-0.00262	0.3993	-0.01193	
0.1000	0.000	-0.00260	0.3993	-0.01193	
0.1050	0.000	-0.00261	0.3993	-0.01193	
0.1100	0.000	-0.00260	0.3993	-0.01194	
0.1150	0.000	-0.00257	0.3993	-0.01194	
0.1200	0.000	-0.00258	0.3992	-0.01194	
0.1250	0.000	-0.00258	0.3992	-0.01194	
0.1300	0.000	-0.00255	0.3992	-0.01194	
0.1350	0.000	-0.00254	0.3992	-0.01195	
0.1400	0.000	-0.00255	0.3992	-0.01195	
0.1450	0.000	-0.00253	0.3992	-0.01195	
0.1500	0.000	-0.00251	0.3991	-0.01196	
0.1550	0.000	-0.00252	0.3991	-0.01196	
0.1600	0.000	-0.00251	0.3991	-0.01196	
0.1650	0.000	-0.00249	0.3990	-0.01197	
0.1700	0.000	-0.00250	0.3990	-0.01197	
0.1750	0.000	-0.00251	0.3990	-0.01197	
0.1800	0.000	-0.00249	0.3990	-0.01197	
0.1850	0.000	-0.00249	0.3989	-0.01197	
0.1900	0.000	-0.00251	0.3989	-0.01197	
0.1950	0.000	-0.00250	0.3989	-0.01197	
0.2000	0.000	-0.00249	0.3988	-0.01197	
0.2050	0.000	-0.00251	0.3987	-0.01197	
0.2100	0.000	-0.00251	0.3987	-0.01197	
0.2150	0.000	-0.00249	0.3986	-0.01197	
0.2200	0.000	-0.00250	0.3985	-0.01197	
0.2250	0.000	-0.00251	0.3985	-0.01197	
0.2300	0.000	-0.00250	0.3986	-0.01197	
0.2350	0.000	-0.00251	0.3985	-0.01196	
0.2400	0.000	-0.00253	0.3985	-0.01196	
0.2450	0.000	-0.00252	0.3986	-0.01196	
0.2500	0.000	-0.00251	0.3986	-0.01196	
0.2550	0.000	-0.00253	0.3986	-0.01196	
0.2600	0.000	-0.00253	0.3986	-0.01196	
0.2650	0.000	-0.00251	0.3986	-0.01196	
0.2700	0.000	-0.00253	0.3986	-0.01195	
0.2750	0.000	-0.00254	0.3987	-0.01195	
0.2800	0.000	-0.00252	0.3987	-0.01195	
0.2850	0.000	-0.00252	0.3987	-0.01194	
0.2900	0.000	-0.00254	0.3987	-0.01194	
0.2950	0.000	-0.00254	0.3988	-0.01194	
0.3000	0.000	-0.00253	0.3988	-0.01193	
0.3050	0.000	-0.00255	0.3988	-0.01193	
0.3100	0.000	-0.00255	0.3988	-0.01193	
0.3150	0.000	-0.00254	0.3988	-0.01193	
0.3200	0.000	-0.00256	0.3988	-0.01193	
0.3250	0.000	-0.00258	0.3989	-0.01193	
0.3300	0.000	-0.00257	0.3989	-0.01193	
0.3350	0.000	-0.00257	0.3989	-0.01193	
0.3400	0.000	-0.00258	0.3989	-0.01193	
0.3450	0.000	-0.00257	0.3990	-0.01193	
0.3500	0.000	-0.00255	0.3989	-0.01192	
0.3550	0.000	-0.00257	0.3989	-0.01192	
0.3600	0.000	-0.00257	0.3989	-0.01191	
0.3650	0.000	-0.00257	0.3989	-0.01191	
0.3700	0.000	-0.00259	0.3988	-0.01191	
0.3750	0.000	-0.00260	0.3988	-0.01191	
0.3800	0.000	-0.00259	0.3988	-0.01190	
0.3850	0.000	-0.00259	0.3988	-0.01190	
0.3900	0.000	-0.00260	0.3988	-0.01189	
0.3950	0.000	-0.00259	0.3989	-0.01189	
0.4000	0.000	-0.00257	0.3989	-0.01188	
0.4050	0.000	-0.00258	0.3988	-0.01188	
0.4100	0.000	-0.00259	0.3988	-0.01187	
0.4150	0.000	-0.00258	0.3987	-0.01187	
0.4200	0.000	-0.00260	0.3986	-0.01186	
0.4250	0.000	-0.00262	0.3985	-0.01186	
0.4300	0.000	-0.00262	0.3984	-0.01186	
0.4350	0.000	-0.00264	0.3982	-0.01186	
0.4400	0.000	-0.00267	0.3981	-0.01186	
0.4450	0.000	-0.00268	0.3980	-0.01186	
0.4500	0.000	-0.00269	0.3979	-0.01186	
0.4550	0.000	-0.00272	0.3977	-0.01186	
0.4600	0.000	-0.00273	0.3977	-0.01186	
0.4650	0.000	-0.00272	0.3976	-0.01186	
0.4700	0.000	-0.00274	0.3975	-0.01186	
0.4750	0.000	-0.00275	0.3975	-0.01186	
0.4800	0.000	-0.00274	0.3975	-0.01186	
0.4850	0.000	-0.00275	0.3974	-0.01186	
0.4900	0.000	-0.00277	0.3974	-0.01186	
0.4950	0.000	-0.00277	0.3973	-0.01186	
0.5000	0.000	-0.00276	0.3973	-0.01185	
0.5050	0.000	-0.00277	0.3972	-0.01184	
0.5100	0.000	-0.00278	0.3972	-0.01184	
0.5150	0.000	-0.00276	0.3972	-0.01183	
0.5200	0.000	-0.00278	0.3971	-0.01182	
0.5250	0.000	-0.00279	0.3971	-0.01181	
0.5300	0.000	-0.00277	0.3971	-0.01181	
0.5350	0.000	-0.00278	0.3970	-0.01180	
0.5400	0.000	-0.00279	0.3970	-0.01180	
0.5450	0.000	-0.00278	0.3970	-0.01179	
0.5500	0.000	-0.00277	0.3970	-0.01179	
0.5550	0.000	-0.00279	0.3970	-0.01178	
0.5600	0.000	-0.00279	0.3970	-0.01178	
0.5650	0.000	-0.00277	0.3969	-0.01178	
0.5700	0.000	-0.00278	0.3969	-0.01178	
0.5750	0.000	-0.00279	0.3969	-0.01177	
0.5800	0.000	-0.00278	0.3969	-0.01177	
0.5850	0.000	-0.00278	0.3969	-0.01177	
0.5900	0.000	-0.00280	0.3969	-0.01177	
0.5950	0.000	-0.00279	0.3969	-0.01177	
0.6000	0.000	-0.00278	0.3969	-0.01177	
0.6050	0.000	-0.00280	0.3969	-0.01177	
0.6100	0.000	-0.00280	0.3970	-0.01177	
0.6150	0.000	-0.00278	0.3970	-0.01177	
0.6200	0.000	-0.00279	0.3970	-0.01177	
0.6250	0.000	-0.00280	0.3970	-0.01176	
0.6300	0.000	-0.00279	0.3970	-0.01176	
0.6350	0.000	-0.00279	0.3970	-0.01176	
0.6400	0.000	-0.00281	0.3970	-0.01176	
0.6450	0.000	-0.00280	0.3970	-0.01175	
