Time  1 - default sample rate [s]	WIV_Voltage [mV/V]	WIV_Current [mV/V]	WIV_Poten [V]	WIV_dynamometer [mV/V]
0	5.533	0.00026	0.00011	0.04056	
0.00500	5.611	0.00023	0.000	0.04103	
0.01000	5.660	0.00020	0.000	0.04152	
0.01500	5.683	0.00020	0.000	0.04206	
0.02000	5.685	0.00020	0.000	0.04262	
0.02500	5.671	0.00017	0.000	0.04315	
0.03000	5.641	0.00015	-0.00011	0.04366	
0.03500	5.596	0.00015	-0.00015	0.04407	
0.04000	5.534	0.00012	-0.00018	0.04451	
0.04500	5.456	0.000	-0.00022	0.04498	
0.05000	5.363	0.00010	-0.00026	0.04543	
0.05500	5.254	0.000	-0.00030	0.04587	
0.06000	5.128	0.000	-0.00034	0.04632	
0.06500	4.987	0.000	-0.00038	0.04676	
0.07000	4.836	0.000	-0.00042	0.04723	
0.07500	4.679	0.000	-0.00046	0.04759	
0.08000	4.518	0.000	-0.00049	0.04787	
0.08500	4.353	0.000	-0.00053	0.04809	
0.09000	4.181	0.000	-0.00056	0.04828	
0.09500	4.003	0.000	-0.00059	0.04847	
0.1000	3.816	0.000	-0.00062	0.04860	
0.1050	3.622	0.000	-0.00065	0.04870	
0.1100	3.424	-0.00011	-0.00068	0.04882	
0.1150	3.224	-0.00011	-0.00071	0.04893	
0.1200	3.022	-0.00011	-0.00073	0.04905	
0.1250	2.818	-0.00014	-0.00076	0.04916	
0.1300	2.614	-0.00015	-0.00078	0.04922	
0.1350	2.411	-0.00015	-0.00080	0.04927	
0.1400	2.206	-0.00017	-0.00082	0.04926	
0.1450	1.997	-0.00019	-0.00084	0.04924	
0.1500	1.786	-0.00018	-0.00085	0.04925	
0.1550	1.576	-0.00019	-0.00086	0.04914	
0.1600	1.369	-0.00021	-0.00087	0.04903	
0.1650	1.162	-0.00020	-0.00088	0.04883	
0.1700	0.9505	-0.00019	-0.00089	0.04863	
0.1750	0.7323	-0.00021	-0.00089	0.04841	
0.1800	0.5016	-0.00021	-0.00089	0.04811	
0.1850	0.2532	-0.00021	-0.00088	0.04776	
0.1900	-0.01650	-0.00024	-0.00088	0.04739	
0.1950	-0.3072	-0.00027	-0.00087	0.04697	
0.2000	-0.6139	-0.00028	-0.00086	0.04657	
0.2050	-0.9302	-0.00032	-0.00085	0.04617	
0.2100	-1.249	-0.00035	-0.00083	0.04573	
0.2150	-1.564	-0.00035	-0.00082	0.04527	
0.2200	-1.868	-0.00034	-0.00080	0.04472	
0.2250	-2.156	-0.00035	-0.00078	0.04423	
0.2300	-2.422	-0.00033	-0.00076	0.04375	
0.2350	-2.665	-0.00029	-0.00074	0.04327	
0.2400	-2.885	-0.00028	-0.00071	0.04285	
0.2450	-3.087	-0.00027	-0.00068	0.04242	
0.2500	-3.279	-0.00022	-0.00066	0.04201	
0.2550	-3.465	-0.00020	-0.00062	0.04157	
0.2600	-3.648	-0.00019	-0.00059	0.04120	
0.2650	-3.828	-0.00015	-0.00056	0.04086	
0.2700	-4.008	-0.00012	-0.00052	0.04066	
0.2750	-4.184	-0.00011	-0.00049	0.04041	
0.2800	-4.353	0.000	-0.00045	0.04015	
