Time  1 - default sample rate [s]	WIV_Voltage [mV/V]	WIV_Current [mV/V]	WIV_Poten [V]	WIV_dynamometer [mV/V]
0	0.000	0.00087	-0.01127	0.03716	
0.00500	0.000	0.00088	-0.01165	0.03720	
0.01000	0.000	0.00085	-0.01191	0.03723	
0.01500	0.000	0.00086	-0.01209	0.03727	
0.02000	0.000	0.00088	-0.01229	0.03731	
0.02500	0.000	0.00086	-0.01242	0.03735	
0.03000	0.000	0.00085	-0.01250	0.03739	
0.03500	0.000	0.00087	-0.01265	0.03742	
0.04000	0.000	0.00086	-0.01285	0.03745	
0.04500	0.000	0.00084	-0.01303	0.03747	
0.05000	0.000	0.00086	-0.01329	0.03749	
0.05500	0.000	0.00087	-0.01364	0.03750	
0.06000	0.000	0.00084	-0.01394	0.03751	
0.06500	0.000	0.00086	-0.01420	0.03749	
0.07000	0.000	0.00087	-0.01449	0.03746	
0.07500	0.000	0.00085	-0.01471	0.03743	
0.08000	0.000	0.00085	-0.01487	0.03740	
0.08500	0.000	0.00088	-0.01507	0.03739	
0.09000	0.000	0.00087	-0.01529	0.03739	
0.09500	0.000	0.00086	-0.01545	0.03739	
0.1000	0.000	0.00088	-0.01564	0.03739	
0.1050	0.000	0.00089	-0.01587	0.03738	
0.1100	0.000	0.00087	-0.01603	0.03737	
0.1150	0.000	0.00088	-0.01612	0.03737	
0.1200	0.000	0.00090	-0.01622	0.03736	
0.1250	0.000	0.00088	-0.01626	0.03736	
0.1300	0.000	0.00088	-0.01621	0.03736	
0.1350	0.000	0.00091	-0.01619	0.03736	
0.1400	0.000	0.00090	-0.01618	0.03737	
0.1450	0.000	0.00088	-0.01609	0.03737	
0.1500	0.000	0.00090	-0.01602	0.03736	
0.1550	0.000	0.00090	-0.01599	0.03736	
0.1600	0.000	0.00088	-0.01590	0.03736	
0.1650	0.000	0.00089	-0.01580	0.03735	
0.1700	0.000	0.00091	-0.01576	0.03735	
0.1750	0.000	0.00089	-0.01570	0.03734	
0.1800	0.000	0.00088	-0.01559	0.03734	
0.1850	0.000	0.00090	-0.01554	0.03732	
0.1900	0.000	0.00089	-0.01551	0.03731	
0.1950	0.000	0.00087	-0.01541	0.03730	
0.2000	0.000	0.00089	-0.01529	0.03729	
0.2050	0.000	0.00089	-0.01520	0.03729	
0.2100	0.000	0.00086	-0.01502	0.03729	
0.2150	0.000	0.00087	-0.01480	0.03728	
0.2200	0.000	0.00089	-0.01463	0.03729	
0.2250	0.000	0.00086	-0.01443	0.03729	
0.2300	0.000	0.00086	-0.01419	0.03729	
0.2350	0.000	0.00088	-0.01401	0.03729	
0.2400	0.000	0.00087	-0.01387	0.03730	
0.2450	0.000	0.00085	-0.01370	0.03730	
0.2500	0.000	0.00087	-0.01357	0.03729	
0.2550	0.000	0.00088	-0.01355	0.03729	
0.2600	0.000	0.00086	-0.01355	0.03729	
0.2650	0.000	0.00087	-0.01360	0.03729	
0.2700	0.000	0.00089	-0.01376	0.03729	
0.2750	0.000	0.00087	-0.01392	0.03729	
0.2800	0.000	0.00087	-0.01406	0.03730	
0.2850	0.000	0.00090	-0.01426	0.03731	
0.2900	0.000	0.00089	-0.01447	0.03732	
