Time  1 - default sample rate [s]	WIV_Voltage [mV/V]	WIV_Current [mV/V]	WIV_Poten [V]	WIV_dynamometer [mV/V]
0	0.2215	0.00093	0.08928	0.03383	
0.00500	0.3476	0.00096	0.08636	0.03401	
0.01000	0.4857	0.00095	0.08321	0.03429	
0.01500	0.6301	0.00096	0.07987	0.03454	
0.02000	0.7753	0.00100	0.07626	0.03484	
0.02500	0.9153	0.00099	0.07248	0.03514	
0.03000	1.044	0.00099	0.06866	0.03547	
0.03500	1.157	0.00102	0.06472	0.03578	
0.04000	1.249	0.00102	0.06065	0.03610	
0.04500	1.321	0.00098	0.05650	0.03639	
0.05000	1.375	0.00099	0.05223	0.03669	
0.05500	1.409	0.00099	0.04778	0.03700	
0.06000	1.429	0.00096	0.04323	0.03726	
0.06500	1.436	0.00094	0.03861	0.03753	
0.07000	1.433	0.00095	0.03385	0.03776	
0.07500	1.419	0.00092	0.02904	0.03788	
0.08000	1.397	0.00089	0.02431	0.03790	
0.08500	1.368	0.00089	0.01960	0.03795	
0.09000	1.334	0.00087	0.01492	0.03798	
0.09500	1.301	0.00084	0.01035	0.03812	
0.1000	1.270	0.00084	0.00583	0.03827	
0.1050	1.247	0.00084	0.00130	0.03841	
0.1100	1.238	0.00082	-0.00319	0.03852	
0.1150	1.245	0.00082	-0.00763	0.03867	
0.1200	1.267	0.00085	-0.01206	0.03883	
0.1250	1.300	0.00085	-0.01644	0.03909	
0.1300	1.337	0.00085	-0.02072	0.03929	
0.1350	1.373	0.00088	-0.02498	0.03949	
0.1400	1.401	0.00089	-0.02928	0.03965	
0.1450	1.415	0.00087	-0.03352	0.03982	
0.1500	1.411	0.00088	-0.03776	0.03999	
0.1550	1.393	0.00089	-0.04209	0.04018	
0.1600	1.363	0.00086	-0.04642	0.04030	
0.1650	1.324	0.00085	-0.05071	0.04047	
0.1700	1.281	0.00086	-0.05501	0.04057	
0.1750	1.235	0.00083	-0.05923	0.04063	
0.1800	1.184	0.00081	-0.06325	0.04061	
0.1850	1.128	0.00082	-0.06709	0.04056	
0.1900	1.068	0.00081	-0.07074	0.04053	
0.1950	1.004	0.00078	-0.07411	0.04052	
0.2000	0.9335	0.00079	-0.07720	0.04058	
0.2050	0.8589	0.00080	-0.08011	0.04052	
0.2100	0.7842	0.00077	-0.08280	0.04049	
0.2150	0.7133	0.00077	-0.08530	0.04050	
0.2200	0.6501	0.00079	-0.08767	0.04051	
0.2250	0.5985	0.00077	-0.08986	0.04056	
0.2300	0.5585	0.00076	-0.09177	0.04052	
0.2350	0.5246	0.00080	-0.09351	0.04053	
0.2400	0.4893	0.00080	-0.09508	0.04051	
0.2450	0.4497	0.00078	-0.09640	0.04044	
0.2500	0.4072	0.00080	-0.09753	0.04038	
0.2550	0.3640	0.00080	-0.09856	0.04046	
0.2600	0.3214	0.00078	-0.09941	0.04040	
0.2650	0.2801	0.00077	-0.1000	0.04035	
0.2700	0.2402	0.00080	-0.1006	0.04027	
0.2750	0.2015	0.00079	-0.1009	0.04013	
0.2800	0.1640	0.00077	-0.1009	0.03991	
0.2850	0.1285	0.00080	-0.1007	0.03978	
0.2900	0.09692	0.00080	-0.1002	0.03957	
0.2950	0.07050	0.00078	-0.09948	0.03939	
0.3000	0.04903	0.00080	-0.09845	0.03919	
0.3050	0.03093	0.00082	-0.09721	0.03895	
0.3100	0.01374	0.00079	-0.09564	0.03871	
0.3150	-0.00541	0.00079	-0.09373	0.03859	
0.3200	-0.02937	0.00082	-0.09163	0.03845	
