Time  1 - default sample rate [s]	WIV_Voltage [mV/V]	WIV_Current [mV/V]	WIV_Poten [V]	WIV_dynamometer [mV/V]
0	0.000	-0.00258	0.3936	-0.01117	
0.00500	0.000	-0.00257	0.3936	-0.01116	
0.01000	0.000	-0.00256	0.3936	-0.01115	
0.01500	0.000	-0.00258	0.3935	-0.01114	
0.02000	0.000	-0.00258	0.3935	-0.01113	
0.02500	0.000	-0.00256	0.3935	-0.01111	
0.03000	0.000	-0.00257	0.3935	-0.01110	
0.03500	0.000	-0.00258	0.3935	-0.01109	
0.04000	0.000	-0.00257	0.3935	-0.01108	
0.04500	0.000	-0.00256	0.3934	-0.01107	
0.05000	0.000	-0.00258	0.3934	-0.01105	
0.05500	0.000	-0.00258	0.3934	-0.01104	
0.06000	0.000	-0.00256	0.3934	-0.01103	
0.06500	0.000	-0.00257	0.3933	-0.01101	
0.07000	0.000	-0.00258	0.3934	-0.01100	
0.07500	0.000	-0.00256	0.3933	-0.01099	
0.08000	0.000	-0.00257	0.3933	-0.01099	
0.08500	0.000	-0.00258	0.3933	-0.01098	
0.09000	0.000	-0.00256	0.3933	-0.01098	
0.09500	0.000	-0.00255	0.3933	-0.01097	
0.1000	0.000	-0.00257	0.3933	-0.01097	
0.1050	0.000	-0.00257	0.3933	-0.01097	
0.1100	0.000	-0.00255	0.3933	-0.01097	
0.1150	0.000	-0.00257	0.3933	-0.01097	
0.1200	0.000	-0.00257	0.3933	-0.01097	
0.1250	0.000	-0.00255	0.3934	-0.01097	
0.1300	0.000	-0.00256	0.3933	-0.01098	
0.1350	0.000	-0.00258	0.3934	-0.01098	
0.1400	0.000	-0.00256	0.3934	-0.01099	
0.1450	0.000	-0.00256	0.3934	-0.01099	
0.1500	0.000	-0.00258	0.3934	-0.01100	
0.1550	0.000	-0.00257	0.3935	-0.01101	
0.1600	0.000	-0.00256	0.3935	-0.01102	
0.1650	0.000	-0.00257	0.3935	-0.01102	
0.1700	0.000	-0.00258	0.3935	-0.01103	
0.1750	0.000	-0.00256	0.3935	-0.01104	
0.1800	0.000	-0.00257	0.3935	-0.01104	
0.1850	0.000	-0.00258	0.3936	-0.01105	
0.1900	0.000	-0.00257	0.3937	-0.01106	
0.1950	0.000	-0.00256	0.3937	-0.01107	
0.2000	0.000	-0.00257	0.3937	-0.01108	
0.2050	0.000	-0.00257	0.3938	-0.01109	
0.2100	0.000	-0.00255	0.3938	-0.01109	
0.2150	0.000	-0.00257	0.3938	-0.01110	
0.2200	0.000	-0.00257	0.3938	-0.01111	
0.2250	0.000	-0.00255	0.3938	-0.01112	
0.2300	0.000	-0.00255	0.3938	-0.01113	
0.2350	0.000	-0.00257	0.3938	-0.01114	
0.2400	0.000	-0.00255	0.3939	-0.01115	
0.2450	0.000	-0.00254	0.3939	-0.01116	
0.2500	0.000	-0.00257	0.3939	-0.01117	
0.2550	0.000	-0.00256	0.3939	-0.01118	
0.2600	0.000	-0.00254	0.3939	-0.01118	
0.2650	0.000	-0.00256	0.3938	-0.01119	
0.2700	0.000	-0.00256	0.3938	-0.01119	
0.2750	0.000	-0.00254	0.3938	-0.01119	
0.2800	0.000	-0.00255	0.3938	-0.01120	
0.2850	0.000	-0.00256	0.3937	-0.01120	
0.2900	0.000	-0.00254	0.3937	-0.01121	
0.2950	0.000	-0.00254	0.3937	-0.01122	
0.3000	0.000	-0.00256	0.3937	-0.01123	
0.3050	0.000	-0.00255	0.3937	-0.01123	
0.3100	0.000	-0.00254	0.3937	-0.01123	
0.3150	0.000	-0.00255	0.3937	-0.01124	
0.3200	0.000	-0.00256	0.3937	-0.01124	
0.3250	0.000	-0.00254	0.3937	-0.01125	
0.3300	0.000	-0.00254	0.3937	-0.01125	
0.3350	0.000	-0.00256	0.3938	-0.01125	
0.3400	0.000	-0.00254	0.3938	-0.01126	
0.3450	0.000	-0.00253	0.3938	-0.01127	
0.3500	0.000	-0.00255	0.3939	-0.01128	
0.3550	0.000	-0.00254	0.3939	-0.01129	
0.3600	0.000	-0.00253	0.3939	-0.01129	
0.3650	0.000	-0.00254	0.3939	-0.01130	
0.3700	0.000	-0.00255	0.3940	-0.01131	
0.3750	0.000	-0.00253	0.3940	-0.01132	
0.3800	0.000	-0.00254	0.3940	-0.01133	
0.3850	0.000	-0.00255	0.3941	-0.01134	
0.3900	0.000	-0.00254	0.3942	-0.01135	
0.3950	0.000	-0.00254	0.3941	-0.01136	
0.4000	0.000	-0.00256	0.3942	-0.01137	
0.4050	0.000	-0.00256	0.3942	-0.01139	
0.4100	0.000	-0.00254	0.3942	-0.01140	
0.4150	0.000	-0.00256	0.3942	-0.01141	
0.4200	0.000	-0.00257	0.3943	-0.01142	
0.4250	0.000	-0.00255	0.3943	-0.01144	
0.4300	0.000	-0.00255	0.3942	-0.01145	
0.4350	0.000	-0.00257	0.3943	-0.01146	
0.4400	0.000	-0.00255	0.3943	-0.01148	
0.4450	0.000	-0.00254	0.3942	-0.01150	
0.4500	0.000	-0.00257	0.3942	-0.01151	
0.4550	0.000	-0.00256	0.3943	-0.01153	
0.4600	0.000	-0.00254	0.3942	-0.01155	
0.4650	0.000	-0.00256	0.3942	-0.01156	
0.4700	0.000	-0.00257	0.3942	-0.01159	
0.4750	0.000	-0.00255	0.3942	-0.01161	
0.4800	0.000	-0.00255	0.3942	-0.01163	
0.4850	0.000	-0.00257	0.3942	-0.01165	
0.4900	0.000	-0.00255	0.3943	-0.01167	
0.4950	0.000	-0.00254	0.3943	-0.01169	
0.5000	0.000	-0.00256	0.3944	-0.01172	
0.5050	0.000	-0.00256	0.3945	-0.01174	
0.5100	0.000	-0.00254	0.3946	-0.01176	
0.5150	0.000	-0.00255	0.3948	-0.01177	
0.5200	0.000	-0.00256	0.3950	-0.01179	
0.5250	0.000	-0.00254	0.3952	-0.01181	
0.5300	0.000	-0.00255	0.3954	-0.01183	
0.5350	0.000	-0.00257	0.3956	-0.01184	
0.5400	0.000	-0.00254	0.3958	-0.01185	
0.5450	0.000	-0.00253	0.3959	-0.01186	
0.5500	0.000	-0.00255	0.3961	-0.01187	
0.5550	0.000	-0.00254	0.3962	-0.01188	
0.5600	0.000	-0.00253	0.3963	-0.01189	
0.5650	0.000	-0.00254	0.3963	-0.01189	
0.5700	0.000	-0.00255	0.3964	-0.01189	
0.5750	0.000	-0.00253	0.3964	-0.01189	
0.5800	0.000	-0.00253	0.3963	-0.01189	
0.5850	0.000	-0.00255	0.3963	-0.01188	
0.5900	0.000	-0.00253	0.3962	-0.01188	
0.5950	0.000	-0.00253	0.3960	-0.01187	
0.6000	0.000	-0.00255	0.3958	-0.01186	
