Time  1 - default sample rate [s]	WIV_Voltage [mV/V]	WIV_Current [mV/V]	WIV_Poten [V]	WIV_dynamometer [mV/V]
0	-0.00432	0.00094	0.02592	0.03892	
0.00500	-0.00353	0.00091	0.02539	0.03895	
0.01000	-0.00285	0.00092	0.02489	0.03899	
0.01500	-0.00227	0.00094	0.02433	0.03904	
0.02000	-0.00178	0.00092	0.02376	0.03907	
0.02500	-0.00136	0.00091	0.02324	0.03911	
0.03000	-0.00103	0.00093	0.02271	0.03913	
0.03500	-0.00075	0.00092	0.02220	0.03914	
0.04000	-0.00052	0.00090	0.02181	0.03914	
0.04500	-0.00034	0.00092	0.02155	0.03915	
0.05000	-0.00021	0.00092	0.02136	0.03915	
0.05500	0.000	0.00090	0.02127	0.03915	
0.06000	0.000	0.00090	0.02124	0.03914	
0.06500	0.000	0.00092	0.02118	0.03914	
0.07000	0.000	0.00090	0.02112	0.03912	
0.07500	0.00012	0.00089	0.02113	0.03912	
0.08000	0.00014	0.00092	0.02111	0.03911	
0.08500	0.00015	0.00091	0.02105	0.03911	
0.09000	0.00015	0.00089	0.02107	0.03909	
0.09500	0.00015	0.00091	0.02108	0.03906	
0.1000	0.00014	0.00092	0.02105	0.03905	
0.1050	0.00014	0.00090	0.02106	0.03903	
0.1100	0.00013	0.00091	0.02112	0.03902	
0.1150	0.00012	0.00093	0.02115	0.03902	
0.1200	0.00011	0.00091	0.02124	0.03899	
0.1250	0.000	0.00090	0.02149	0.03897	
0.1300	0.000	0.00092	0.02182	0.03896	
0.1350	0.000	0.00092	0.02223	0.03894	
0.1400	0.000	0.00090	0.02277	0.03894	
0.1450	0.000	0.00092	0.02331	0.03895	
0.1500	0.000	0.00093	0.02378	0.03895	
0.1550	0.000	0.00090	0.02425	0.03896	
0.1600	0.000	0.00091	0.02473	0.03897	
0.1650	0.000	0.00093	0.02510	0.03897	
0.1700	0.000	0.00091	0.02538	0.03899	
0.1750	0.000	0.00090	0.02558	0.03900	
0.1800	0.000	0.00093	0.02558	0.03903	
0.1850	0.000	0.00092	0.02542	0.03906	
0.1900	0.000	0.00090	0.02521	0.03908	
0.1950	0.000	0.00092	0.02492	0.03911	
0.2000	0.000	0.00093	0.02454	0.03915	
0.2050	0.000	0.00090	0.02415	0.03918	
0.2100	0.000	0.00091	0.02377	0.03923	
0.2150	0.000	0.00093	0.02329	0.03929	
0.2200	0.000	0.00091	0.02279	0.03934	
0.2250	0.000	0.00090	0.02237	0.03939	
