Time  1 - default sample rate [s]	WIV_Voltage [mV/V]	WIV_Current [mV/V]	WIV_Poten [V]	WIV_dynamometer [mV/V]
0	0.5737	-0.00249	0.2766	-0.00644	
0.00500	0.4234	-0.00250	0.2766	-0.00640	
0.01000	0.2690	-0.00248	0.2759	-0.00636	
0.01500	0.1100	-0.00248	0.2746	-0.00635	
0.02000	-0.05454	-0.00249	0.2728	-0.00634	
0.02500	-0.2226	-0.00248	0.2707	-0.00635	
0.03000	-0.3902	-0.00247	0.2680	-0.00638	
0.03500	-0.5524	-0.00248	0.2650	-0.00642	
0.04000	-0.7040	-0.00248	0.2618	-0.00647	
0.04500	-0.8422	-0.00247	0.2582	-0.00652	
0.05000	-0.9667	-0.00247	0.2544	-0.00656	
0.05500	-1.077	-0.00248	0.2506	-0.00658	
0.06000	-1.170	-0.00247	0.2467	-0.00660	
0.06500	-1.245	-0.00246	0.2429	-0.00661	
0.07000	-1.300	-0.00248	0.2392	-0.00663	
0.07500	-1.331	-0.00247	0.2357	-0.00664	
0.08000	-1.336	-0.00246	0.2325	-0.00661	
0.08500	-1.311	-0.00248	0.2294	-0.00655	
0.09000	-1.256	-0.00249	0.2267	-0.00648	
0.09500	-1.178	-0.00246	0.2243	-0.00639	
0.1000	-1.084	-0.00247	0.2222	-0.00629	
0.1050	-0.9814	-0.00248	0.2206	-0.00615	
0.1100	-0.8763	-0.00247	0.2192	-0.00601	
0.1150	-0.7725	-0.00247	0.2181	-0.00584	
0.1200	-0.6730	-0.00249	0.2172	-0.00566	
0.1250	-0.5800	-0.00248	0.2166	-0.00548	
0.1300	-0.4949	-0.00246	0.2160	-0.00527	
0.1350	-0.4180	-0.00248	0.2156	-0.00505	
0.1400	-0.3496	-0.00248	0.2153	-0.00481	
0.1450	-0.2893	-0.00246	0.2149	-0.00455	
0.1500	-0.2369	-0.00247	0.2144	-0.00425	
0.1550	-0.1918	-0.00248	0.2139	-0.00395	
0.1600	-0.1545	-0.00246	0.2131	-0.00365	
0.1650	-0.1268	-0.00245	0.2120	-0.00333	
0.1700	-0.1137	-0.00247	0.2105	-0.00301	
0.1750	-0.1249	-0.00246	0.2087	-0.00266	
0.1800	-0.1676	-0.00245	0.2063	-0.00232	
0.1850	-0.2460	-0.00247	0.2034	-0.00198	
0.1900	-0.3623	-0.00248	0.2000	-0.00165	
0.1950	-0.5173	-0.00246	0.1959	-0.00133	
0.2000	-0.7119	-0.00247	0.1912	-0.00099	
