Time  1 - default sample rate [s]	WIV_Voltage [mV/V]	WIV_Current [mV/V]	WIV_Poten [V]	WIV_dynamometer [mV/V]
0	0.6003	0.000	0.00034	0.03198	
0.00500	0.7197	0.000	0.00033	0.03234	
0.01000	0.8359	0.000	0.00033	0.03270	
0.01500	0.9449	0.000	0.00032	0.03303	
0.02000	1.045	0.000	0.00032	0.03339	
0.02500	1.137	0.000	0.00031	0.03378	
0.03000	1.222	0.000	0.00030	0.03413	
0.03500	1.305	0.000	0.00029	0.03447	
0.04000	1.390	0.000	0.00028	0.03479	
0.04500	1.482	0.000	0.00028	0.03513	
0.05000	1.582	0.000	0.00027	0.03543	
0.05500	1.691	0.000	0.00026	0.03575	
0.06000	1.809	0.000	0.00025	0.03605	
0.06500	1.931	0.000	0.00024	0.03638	
0.07000	2.053	0.00010	0.00022	0.03671	
0.07500	2.173	0.00012	0.00021	0.03704	
0.08000	2.288	0.00012	0.00020	0.03739	
0.08500	2.399	0.00014	0.00019	0.03770	
0.09000	2.506	0.00015	0.00017	0.03803	
0.09500	2.606	0.00013	0.00016	0.03836	
0.1000	2.697	0.00013	0.00014	0.03871	
0.1050	2.776	0.00015	0.00012	0.03904	
0.1100	2.846	0.00014	0.00011	0.03936	
0.1150	2.909	0.00012	0.000	0.03966	
0.1200	2.972	0.00013	0.000	0.04000	
0.1250	3.038	0.00012	0.000	0.04034	
0.1300	3.111	0.000	0.000	0.04068	
0.1350	3.189	0.00010	0.000	0.04103	
0.1400	3.269	0.00011	0.000	0.04139	
0.1450	3.350	0.000	0.000	0.04179	
0.1500	3.430	0.000	0.000	0.04217	
0.1550	3.505	0.00010	0.000	0.04249	
0.1600	3.569	0.000	0.000	0.04279	
0.1650	3.619	0.000	-0.00012	0.04307	
0.1700	3.653	0.000	-0.00015	0.04336	
0.1750	3.672	0.000	-0.00017	0.04372	
0.1800	3.681	0.000	-0.00020	0.04406	
0.1850	3.680	0.000	-0.00023	0.04441	
0.1900	3.670	0.000	-0.00026	0.04467	
0.1950	3.648	0.000	-0.00028	0.04486	
0.2000	3.613	0.000	-0.00031	0.04505	
0.2050	3.563	0.000	-0.00033	0.04521	
0.2100	3.500	0.000	-0.00036	0.04540	
0.2150	3.425	0.000	-0.00039	0.04556	
0.2200	3.338	0.000	-0.00041	0.04572	
0.2250	3.239	0.000	-0.00043	0.04587	
0.2300	3.125	0.000	-0.00046	0.04602	
0.2350	2.995	0.000	-0.00048	0.04609	
0.2400	2.845	0.000	-0.00050	0.04619	
0.2450	2.678	0.000	-0.00052	0.04627	
0.2500	2.492	-0.00010	-0.00054	0.04633	
0.2550	2.291	-0.00010	-0.00055	0.04635	
0.2600	2.080	-0.00014	-0.00057	0.04632	
0.2650	1.864	-0.00017	-0.00059	0.04624	
0.2700	1.651	-0.00017	-0.00060	0.04617	
0.2750	1.446	-0.00018	-0.00061	0.04603	
0.2800	1.254	-0.00021	-0.00062	0.04589	
0.2850	1.076	-0.00021	-0.00062	0.04571	
0.2900	0.9150	-0.00019	-0.00063	0.04553	
0.2950	0.7690	-0.00021	-0.00063	0.04541	
0.3000	0.6342	-0.00020	-0.00063	0.04521	
0.3050	0.5013	-0.00018	-0.00063	0.04493	
0.3100	0.3576	-0.00018	-0.00063	0.04466	
